epoch,train loss,valid loss,f1,auc
0,0.6333389316662551,0.6775804366585771,0.5381202957595704,0.5294386792402631
1,0.6266505431095827,0.6767947324634304,0.531171254530177,0.5382435477984572
2,0.6245866065422356,0.6827237151078218,0.16776903437865665,0.5053005904228435
3,0.6228780358548679,0.6893977845561575,0.6232982987614303,0.5446401688067656
4,0.6191409785259347,0.6670998119743619,0.41151477647607304,0.5335148243110351
5,0.6162961811055141,0.6759989829458428,0.2768681400518666,0.5117271573069482
6,0.6137391162455437,0.7264697410651213,0.6320990271214919,0.5711345097907878
7,0.6129969411364226,0.7472875499161038,0.06580968643705039,0.5031188454064854
8,0.608807047241911,0.676818220220374,0.2178930283642221,0.5170785108202469
9,0.6084969073863179,0.9404473768536156,0.6542393846816446,0.5392129256096886
10,0.6058822676298875,0.8461330815179814,0.6607929235352642,0.5210370782564561
11,0.6038450759249212,1.1510402024144957,0.6620190117662769,0.5040215183853674
12,0.6024989094537704,0.7005847302766947,0.6089745626444678,0.5907326956614558
13,0.6008997751730625,0.8729012151794321,0.6579178408321382,0.5277912282390005
14,0.5994336058147498,1.0748761359756516,0.6614155226586623,0.5137941811716497
15,0.5987514610906324,0.6681790764515216,0.358054061543999,0.5510929666939112
16,0.597052690201932,0.8278986525958811,0.6556552712647025,0.5341941849032923
17,0.595578901273473,0.7271294826586571,0.6164534892683594,0.6004526936359958
18,0.595307827578223,0.6941974090753927,0.5936824167996747,0.6010169306018529
19,0.5940110335283191,0.7713371843275939,0.641571924202265,0.5789215282171858
20,0.5937886531310458,0.6887521523343035,0.5860823016601783,0.6005739202505664
21,0.5934126411288495,0.6804339282611418,0.4875261097866398,0.5941386605866453
22,0.5912616278726162,0.7216032545947464,0.10044109150201812,0.5070855133104506
23,0.5910943321434238,0.7669782463968153,0.6418238314571786,0.5812892068809942
24,0.589251076937127,0.6790925310208247,0.5066919082619593,0.5994532641352449
25,0.5891297453778622,0.7010530277469454,0.6129191934013124,0.5946690426590128
26,0.5881137999823869,0.8193155137392191,0.6505928025660301,0.5490690682420737
27,0.5887387275898366,0.7238113474563734,0.6083208160648842,0.6068702659388104
28,0.5878495044544174,0.711268185158453,0.6142680467850364,0.5972866059740058
29,0.5871852614561581,0.7568762263602758,0.6271125597360657,0.5966040189586895
30,0.5874912385324755,0.7112892940199587,0.6260480618756438,0.5977712544742856
31,0.5859919736571705,0.6901942482714117,0.5713527771782421,0.5914156687755321
32,0.585612306907811,0.6639314092827971,0.536702002783444,0.608541024071352
33,0.5841436759333745,0.674647271280458,0.5429293814000625,0.6093878175227552
34,0.5842361592750177,0.6834187870900307,0.3680962660629294,0.5774594814729059
35,0.5832013895223985,0.7302415868234352,0.604819475498542,0.6028614918640401
36,0.5832892631512125,0.7022169634435304,0.5955400838261802,0.612117782609882
37,0.5822031180688457,0.653642883667579,0.4713538451278286,0.5957874610992222
38,0.5812108533151492,0.6702583770780168,0.5446049418990425,0.6132466549921859
39,0.5814637025231107,0.6690487805202868,0.45396406204410245,0.5954943258236588
40,0.582128672373933,0.6515158104473318,0.4492872708327276,0.5931872427039667
41,0.5816392197179511,0.6558348465953353,0.4934016806269166,0.6045436152772943
42,0.5807010089074948,0.6929748596171655,0.57704626601084,0.6172562858113464
43,0.580313367694743,0.7182776575257792,0.5941309415964239,0.6095284990545832
44,0.5799028658725087,0.7212105966531314,0.6084107550016791,0.6090965256172132
45,0.5798221455606851,0.6638764285829646,0.5472490377427132,0.6146762728020301
46,0.5797152427818781,0.6638198188070715,0.40068464518992425,0.5816330797664045
47,0.5796613467377734,0.6724828647438591,0.5477335982684445,0.6134472399014589
48,0.5787297525746192,0.6805096483794895,0.5750103674838991,0.6113237616635884
49,0.5779036838013739,0.6470878173613689,0.4823737981861655,0.5956785594818071
