epoch,train loss,valid loss,f1,auc
0,0.6311317230293887,0.6784587252069507,0.6424843277372554,0.4932933785332048
1,0.6253643066273368,0.6732760449132976,0.5650373435220055,0.5031290355706943
2,0.6232576499880627,0.6752160314977522,0.6552507801132809,0.5111149124764024
3,0.6190673651184788,0.6815410700775463,0.6203488067858671,0.5575264159163605
4,0.6153097116501531,0.6630040326062039,0.6401325050815886,0.5527433281451388
5,0.61017607981711,0.718938711832261,0.363348263662343,0.5370494392811992
6,0.6066616479886622,0.693601224020388,0.6571348129382419,0.5488540770528062
7,0.6039305563031766,0.6622963946246536,0.6160610223245374,0.5775301006191967
8,0.6011053807368801,0.6674996787274378,0.5256032476093939,0.5811994294106818
9,0.5987899501443213,0.7192931623148495,0.26504560251538967,0.5245664448615724
10,0.5978697379615819,0.6775027326578219,0.6073341810610708,0.595374624762157
11,0.5961797817237517,0.6890813941080894,0.5504433129104239,0.5940147780913568
12,0.5959674861082711,0.726033309331307,0.663124741083781,0.5428738945731795
13,0.5943097157202845,0.6998415474708264,0.6372855116374952,0.5917082222213149
14,0.593416405944573,0.7407561448904184,0.655535751375724,0.5675293343606822
15,0.5922491708445975,0.666127881002144,0.5724587469585235,0.5978127607641633
16,0.5911783308626335,0.7173222684295926,0.24143622197603573,0.5226459664233244
17,0.5899044757894064,0.6783691318430138,0.6475445293025521,0.5759962235445825
18,0.5899064354250364,0.6808485226518304,0.43135799097288946,0.5640988381639084
19,0.5892641985173335,0.7025034335943369,0.348505802063082,0.5550784316430647
20,0.5881109312619814,0.6529270459914348,0.6207631074051662,0.5906790029085692
21,0.5889544882253762,0.6771623354691726,0.41947816475054006,0.5632849776201767
22,0.5875098819993975,0.7683851711848784,0.6612056663507743,0.5460961292563835
23,0.5871021970410213,0.6597981117886199,0.6046905533864937,0.6020016066010098
24,0.585721140279543,0.6865769915679503,0.6394680669702779,0.5900275751433365
25,0.5864488259907384,0.6593466570391457,0.5441188226786331,0.5952293128756716
26,0.5854275892777472,0.6704667369289511,0.5449792426466177,0.5938212554126945
27,0.5848474742349367,0.6720345842062369,0.6183201872604259,0.5988235044294401
28,0.5852640637575618,0.6694952626905498,0.3947017311154742,0.5561705529330268
29,0.5845454749457393,0.6487449911924509,0.6083395923727395,0.5965156870870757
30,0.5832499797656158,0.7128439390447718,0.642313554868006,0.5853947217418496
31,0.5826767487301093,0.7575418376005613,0.6517213733420001,0.5767327672519268
32,0.5830763735655717,0.6529719448653903,0.596577447182835,0.6077195830064055
33,0.5823915790427815,0.6604248906028342,0.5159519047554323,0.5767201700012968
34,0.5825497106717822,0.6651713125099091,0.6251709100858834,0.5926765135013571
35,0.582226157466942,0.6811439474306163,0.6341944359230132,0.6016205106298245
36,0.5811416330536038,0.7455303559641866,0.6484735885440401,0.5739377765155469
37,0.5805747897167174,0.6827182343020242,0.6254176971202573,0.6023011416758457
38,0.5805829634024313,0.6854164946008716,0.6070506795738696,0.606194297664813
39,0.5801732561906314,0.6866554914141548,0.3700460153389547,0.5670395612282607
40,0.5812014002058601,0.6499559600677716,0.6086680349036568,0.5733066995664805
41,0.5791110613635767,0.6652790054061709,0.6152905988453716,0.6072070438285123
42,0.5791763303992904,0.7596964451688282,0.6482329030116067,0.5794655189546657
43,0.5792215048962969,0.6637062911803906,0.5938324506164555,0.6066360303218953
44,0.5784173897493665,0.6725941945815227,0.583508295055629,0.6148546665832674
45,0.5784924357445845,0.678073148402942,0.6190050777321578,0.6058081413776465
46,0.5785230912439076,0.6949321356045424,0.637949970158659,0.5899905463779135
47,0.577597406448301,0.7387826763666593,0.63557021076402,0.5947200998976551
48,0.5767967683487052,0.6791513800268343,0.627125817114854,0.6082352206697463
49,0.5770647717717348,0.6513760735297344,0.6137482834830559,0.6040125226500026
