epoch,train loss,valid loss,f1,auc
0,0.6301066771643387,0.6904304581280996,0.6628369936545143,0.5000053232447407
1,0.6215348020132659,0.668418118586907,0.66230925877771,0.50149802209911
2,0.6153933890765262,0.6693102883163994,0.6526440124155016,0.5610891211285357
3,0.6110814905764191,0.8130743172041763,0.271573944857375,0.5146196353359029
4,0.6070267713059787,0.6987090325919834,0.6575802717189653,0.5477210068607837
5,0.6055342272721617,0.7069066745289684,0.6644010733355332,0.5206864508180705
6,0.6042586009990591,0.6662702172465579,0.6122481817272466,0.5765207088707862
7,0.6007398377309539,0.7356566404097179,0.6644166943333539,0.5061729261229859
8,0.5990670546952607,0.675657188045908,0.6048073763944269,0.5707059196912291
9,0.5989247430606525,0.7042679218850898,0.6645954041445589,0.5282375116160699
10,0.5966384968670526,0.687046822887906,0.6636020568332709,0.5444795414151404
11,0.5965024885628927,0.7131534254057168,0.6650098867422265,0.534968921382234
12,0.5946909598911224,0.6769269013545922,0.6474051943144692,0.5707098432249084
13,0.5922861247874968,0.6608307883584288,0.6604890900900118,0.55695262457576
14,0.5915059402471087,0.6702677447062272,0.6630498882090217,0.5504160835186804
15,0.5904730496106759,0.6654494983204723,0.658253617127568,0.5549691402285369
16,0.5899103240330744,0.6720508456935544,0.6614043189069604,0.5472166459710267
17,0.5883483618827016,0.668510098076431,0.6554889772660681,0.565684096284579
18,0.5871812990892713,0.6592604997595386,0.6473680933243681,0.588096544627609
19,0.5860582441471346,0.6631669067066802,0.6559241478609509,0.5700730462388031
20,0.586347513717418,0.6814979179018348,0.6603513790872623,0.5702480202331156
21,0.5855494631531892,0.7428918923499316,0.6562262366460979,0.5721509647222464
22,0.5843226688335584,0.6835486012450337,0.6600030490707616,0.5727919184011433
23,0.5836807159467987,0.6615573615717465,0.6617003559882042,0.546696540679175
24,0.58319395633704,0.6604625409876806,0.6546756830502863,0.5734746525493658
25,0.5826588283176632,0.65968824526262,0.6558178677386554,0.572152085891596
26,0.5817991466266985,0.6589771696096342,0.6418142395317045,0.5897427597588649
27,0.5805219092051053,0.6677796167029432,0.6628074507524276,0.527574330123885
28,0.5808431792532679,0.6753517731406985,0.6567128787596656,0.5833119251458249
29,0.5792202872802569,0.687302978610146,0.6542742044409617,0.5834637946930095
30,0.5789557488266451,0.6512682734156502,0.658232025299396,0.5771361548841654
31,0.579158663800336,0.6557498246255006,0.6534112943573845,0.5849282082815334
32,0.5776185589061517,0.7239707078806747,0.6498634611306099,0.583821429988123
33,0.5772804930084523,0.6768107736957144,0.6546063016488427,0.5906442417335324
34,0.5770256216230287,0.6632973643449637,0.6488392521043062,0.5955278827202528
35,0.5766573447794254,0.6810723102304357,0.6609245429638484,0.5552164173999679
36,0.5763178175804264,0.6637042445191265,0.6623134580795249,0.5695684966333766
37,0.5759413345901259,0.6666627222969688,0.6598820190210898,0.5659577194562534
38,0.5751712803579329,0.6679245321708318,0.6600788636645473,0.575959819010462
39,0.5738145413799821,0.6585834989180932,0.6602562727477492,0.5810547931454536
40,0.574480651188626,0.6723025243663223,0.6625091349623291,0.5726751613496524
41,0.5736230585720951,0.7113174332316811,0.6433545477563941,0.5980418005379987
42,0.574220954510957,0.7224791489056581,0.6662120389735575,0.5620671125472215
43,0.5741033991110355,0.663085622194956,0.6530270573018594,0.5973407894743341
44,0.5734387564274246,0.6721787348654144,0.6615803033940457,0.576721113018791
45,0.5726401220465881,0.6930961425487812,0.6591072976003394,0.5861148047484441
46,0.5727378177308591,0.6647256171914953,0.6578756410281408,0.5766301735600381
47,0.5718211389590646,0.676918157988046,0.6505901751617252,0.5945739761996996
48,0.5705751328520989,0.6670683467176539,0.6566741472066449,0.5892408372334959
49,0.5723643491302594,0.655936324561136,0.6631438686039737,0.5660873392466542
